練,2
恋,2
列,2
歴,2
齢,2
零,2
礼,2
冷,2
例,2
令,2
類,2
涙,2
輪,2
緑,2
領,2
量,2
良,2
療,2
涼,2
両,2
了,2
粒,2
留,2
流,2
略,2
率,2
律,2
陸,2
裏,2
利,2
卵,2
乱,2
落,2
絡,2
頼,2
翌,2
浴,2
欲,2
陽,2
踊,2
要,2
葉,2
溶,2
様,2
容,2
幼,2
預,2
与,2
余,2
予,2
郵,2
遊,2
由,2
勇,2
優,2
輸,2
油,2
約,2
役,2
戻,2
毛,2
面,2
綿,2
鳴,2
迷,2
命,2
娘,2
無,2
夢,2
務,2
眠,2
未,2
満,2
末,2
枚,2
埋,2
磨,2
防,2
貿,2
棒,2
望,2
暴,2
忙,2
忘,2
帽,2
坊,2
亡,2
豊,2
訪,2
法,2
放,2
抱,2
宝,2
報,2
包,2
暮,2
募,2
補,2
捕,2
保,2
返,2
辺,2
編,2
片,2
変,2
壁,2
米,2
閉,2
並,2
平,2
兵,2
粉,2
仏,2
沸,2
払,2
複,2
腹,2
福,2
幅,2
復,2
副,2
封,2
部,2
舞,2
武,2
負,2
膚,2
符,2
浮,2
普,2
怖,2
府,2
布,2
富,2
婦,2
夫,2
付,2
貧,2
秒,2
評,2
表,2
氷,2
標,2
筆,2
必,2
匹,2
鼻,2
美,2
備,2
飛,2
非,2
費,2
被,2
皮,2
疲,2
比,2
批,2
悲,2
彼,2
否,2
番,2
晩,2
販,2
般,2
犯,2
版,2
板,2
反,2
判,2
抜,2
髪,2
畑,2
肌,2
箱,2
麦,2
爆,2
薄,2
泊,2
倍,2
配,2
背,2
杯,2
敗,2
拝,2
馬,2
破,2
波,2
農,2
脳,2
能,2
濃,2
悩,2
燃,2
念,2
熱,2
猫,2
認,2
任,2
乳,2
難,2
軟,2
内,2
鈍,2
曇,2
届,2
突,2
独,2
毒,2
得,2
銅,2
童,2
導,2
逃,2
到,2
筒,2
等,2
当,2
灯,2
湯,2
盗,2
投,2
島,2
塔,2
凍,2
党,2
倒,2
怒,2
努,2
途,2
登,2
渡,2
徒,2
塗,2
殿,2
伝,2
点,2
展,2
鉄,2
適,2
的,2
滴,2
泥,2
程,2
庭,2
底,2
定,2
停,2
痛,2
追,2
賃,2
珍,2
沈,2
直,2
頂,2
超,2
調,2
張,2
庁,2
兆,2
貯,2
著,2
駐,2
虫,2
柱,2
宙,2
仲,2
竹,2
畜,2
築,2
遅,2
置,2
恥,2
値,2
談,2
段,2
暖,2
断,2
団,2
炭,2
探,2
担,2
単,2
谷,2
達,2
濯,2
宅,2
第,2
退,2
袋,2
替,2
帯,2
対,2
打,2
他,2
損,2
尊,2
孫,2
存,2
卒,2
続,2
速,2
測,2
束,2
息,2
則,2
側,2
造,2
贈,2
蔵,2
臓,2
憎,2
増,2
像,2
装,2
草,2
総,2
窓,2
相,2
争,2
燥,2
操,2
掃,2
捜,2
想,2
層,2
双,2
組,2
祖,2
全,2
然,2
善,2
選,2
船,2
線,2
浅,2
泉,2
戦,2
専,2
占,2
絶,2
雪,2
節,2
設,2
折,2
接,2
責,2
績,2
積,2
石,2
昔,2
席,2
税,2
静,2
製,2
精,2
清,2
晴,2
星,2
整,2
政,2
成,2
性,2
姓,2
勢,2
制,2
数,2
吹,2
震,2
針,2
辛,2
身,2
臣,2
神,2
申,2
深,2
寝,2
信,2
伸,2
触,2
職,2
植,2
蒸,2
畳,2
状,2
条,2
情,2
常,2
城,2
賞,2
象,2
紹,2
笑,2
章,2
省,2
照,2
焼,2
消,2
昇,2
招,2
承,2
床,2
将,2
商,2
召,2
勝,2
除,2
助,2
諸,2
署,2
緒,2
初,2
処,2
順,2
純,2
準,2
述,2
術,2
祝,2
宿,2
柔,2
舟,2
拾,2
修,2
州,2
周,2
収,2
授,2
受,2
酒,2
種,2
守,2
取,2
若,2
捨,2
実,2
湿,2
失,2
識,2
式,2
辞,2
示,2
治,2
次,2
寺,2
児,2
似,2
歯,2
資,2
誌,2
詞,2
脂,2
糸,2
枝,2
支,2
指,2
志,2
師,2
史,2
司,2
刺,2
伺,2
残,2
賛,2
算,2
散,2
参,2
皿,2
雑,2
殺,2
札,2
察,2
刷,2
冊,2
昨,2
咲,2
坂,2
財,2
罪,2
材,2
在,2
際,2
細,2
祭,2
済,2
歳,2
採,2
才,2
妻,2
最,2
再,2
座,2
砂,2
査,2
差,2
混,2
根,2
婚,2
困,2
込,2
骨,2
腰,2
告,2
刻,2
号,2
香,2
降,2
鉱,2
郊,2
講,2
荒,2
航,2
肯,2
耕,2
紅,2
硬,2
港,2
構,2
更,2
康,2
幸,2
向,2
厚,2
効,2
公,2
候,2
交,2
誤,2
御,2
互,2
雇,2
湖,2
枯,2
故,2
戸,2
庫,2
固,2
呼,2
個,2
限,2
現,2
減,2
原,2
険,2
軒,2
賢,2
肩,2
権,2
検,2
券,2
健,2
件,2
血,2
結,2
決,2
欠,2
劇,2
迎,2
芸,2
警,2
経,2
景,2
敬,2
恵,2
形,2
型,2
傾,2
係,2
軍,2
群,2
訓,2
君,2
靴,2
掘,2
隅,2
偶,2
具,2
苦,2
禁,2
均,2
勤,2
玉,2
極,2
曲,2
局,2
胸,2
狭,2
況,2
橋,2
挟,2
恐,2
境,2
叫,2
協,2
共,2
競,2
供,2
漁,2
許,2
巨,2
居,2
旧,2
給,2
級,2
球,2
泣,2
求,2
救,2
吸,2
久,2
逆,2
客,2
詰,2
喫,2
議,2
疑,2
技,2
記,2
規,2
季,2
祈,2
機,2
期,2
机,2
希,2
寄,2
基,2
器,2
喜,2
危,2
願,2
岩,2
岸,2
含,2
丸,2
関,2
観,2
簡,2
管,2
看,2
甘,2
環,2
汗,2
換,2
慣,2
感,2
干,2
官,2
完,2
巻,2
刊,2
乾,2
活,2
割,2
額,2
革,2
較,2
角,2
覚,2
確,2
格,2
拡,2
各,2
害,2
貝,2
階,2
絵,2
皆,2
灰,2
械,2
改,2
快,2
解,2
介,2
過,2
貨,2
課,2
菓,2
荷,2
河,2
果,2
科,2
可,2
加,2
価,2
仮,2
化,2
温,2
億,2
黄,2
王,2
欧,2
横,2
押,2
応,2
奥,2
央,2
汚,2
塩,2
煙,2
演,2
延,2
園,2
越,2
液,2
鋭,2
泳,2
永,2
栄,2
営,2
雲,2
羽,2
宇,2
因,2
印,2
育,2
域,2
違,2
衣,2
胃,2
移,2
異,2
易,2
委,2
囲,2
偉,2
依,2
位,2
案,2
圧,2
愛,2
氏,1
統,1
保,1
第,1
結,1
派,1
案,1
策,1
基,1
価,1
提,1
挙,1
応,1
企,1
検,1
藤,1
沢,1
裁,1
証,1
援,1
施,1
井,1
護,1
展,1
態,1
鮮,1
視,1
条,1
幹,1
独,1
宮,1
率,1
衛,1
張,1
監,1
環,1
審,1
義,1
訴,1
株,1
姿,1
閣,1
衆,1
評,1
影,1
松,1
撃,1
佐,1
核,1
整,1
融,1
製,1
票,1
渉,1
響,1
推,1
請,1
器,1
士,1
討,1
攻,1
崎,1
督,1
授,1
催,1
及,1
憲,1
離,1
激,1
摘,1
系,1
批,1
郎,1
健,1
盟,1
従,1
修,1
隊,1
織,1
拡,1
故,1
振,1
弁,1
就,1
異,1
献,1
厳,1
維,1
浜,1
遺,1
塁,1
邦,1
素,1
遣,1
抗,1
模,1
雄,1
益,1
緊,1
標,1
宣,1
昭,1
廃,1
伊,1
江,1
僚,1
吉,1
盛,1
皇,1
臨,1
踏,1
壊,1
債,1
興,1
源,1
儀,1
創,1
障,1
継,1
筋,1
闘,1
葬,1
避,1
司,1
康,1
善,1
逮,1
迫,1
惑,1
崩,1
紀,1
聴,1
脱,1
級,1
博,1
締,1
救,1
執,1
房,1
撤,1
削,1
密,1
措,1
志,1
載,1
陣,1
我,1
為,1
抑,1
幕,1
染,1
奈,1
傷,1
択,1
秀,1
徴,1
弾,1
償,1
功,1
拠,1
秘,1
拒,1
刑,1
塚,1
致,1
繰,1
尾,1
描,1
鈴,1
盤,1
項,1
喪,1
伴,1
養,1
懸,1
街,1
契,1
掲,1
躍,1
棄,1
邸,1
縮,1
還,1
属,1
慮,1
枠,1
恵,1
露,1
沖,1
緩,1
節,1
需,1
射,1
購,1
揮,1
充,1
貢,1
鹿,1
却,1
端,1
賃,1
獲,1
郡,1
併,1
徹,1
貴,1
衝,1
焦,1
奪,1
災,1
浦,1
析,1
譲,1
称,1
納,1
樹,1
挑,1
誘,1
紛,1
至,1
宗,1
促,1
慎,1
控,1
智,1
握,1
宙,1
俊,1
銭,1
渋,1
銃,1
操,1
携,1
診,1
託,1
撮,1
誕,1
侵,1
括,1
謝,1
駆,1
透,1
津,1
壁,1
稲,1
仮,1
裂,1
敏,1
是,1
排,1
裕,1
堅,1
訳,1
芝,1
綱,1
典,1
賀,1
扱,1
顧,1
弘,1
看,1
訟,1
戒,1
祉,1
誉,1
歓,1
奏,1
勧,1
騒,1
閥,1
甲,1
縄,1
郷,1
揺,1
免,1
既,1
薦,1
隣,1
華,1
範,1
隠,1
徳,1
哲,1
杉,1
釈,1
己,1
妥,1
威,1
豪,1
熊,1
滞,1
微,1
隆,1
症,1
暫,1
忠,1
倉,1
彦,1
肝,1
喚,1
沿,1
妙,1
唱,1
阿,1
索,1
誠,1
襲,1
懇,1
俳,1
柄,1
驚,1
麻,1
李,1
浩,1
剤,1
瀬,1
趣,1
陥,1
斎,1
貫,1
仙,1
慰,1
序,1
旬,1
兼,1
聖,1
旨,1
即,1
柳,1
舎,1
偽,1
較,1
覇,1
詳,1
抵,1
脅,1
茂,1
犠,1
旗,1
距,1
雅,1
飾,1
網,1
竜,1
詩,1
繁,1
翼,1
潟,1
敵,1
魅,1
嫌,1
斉,1
敷,1
擁,1
圏,1
酸,1
罰,1
滅,1
礎,1
腐,1
脚,1
潮,1
梅,1
尽,1
僕,1
桜,1
滑,1
孤,1
炎,1
賠,1
句,1
鋼,1
頑,1
鎖,1
彩,1
摩,1
励,1
縦,1
輝,1
蓄,1
軸,1
巡,1
稼,1
瞬,1
砲,1
噴,1
誇,1
祥,1
牲,1
秩,1
帝,1
宏,1
唆,1
阻,1
泰,1
賄,1
撲,1
堀,1
菊,1
絞,1
縁,1
唯,1
膨,1
矢,1
耐,1
塾,1
漏,1
慶,1
猛,1
芳,1
懲,1
剣,1
彰,1
棋,1
丁,1
恒,1
揚,1
冒,1
之,1
倫,1
陳,1
憶,1
潜,1
梨,1
仁,1
克,1
岳,1
概,1
拘,1
墓,1
黙,1
須,1
偏,1
雰,1
遇,1
諮,1
狭,1
卓,1
亀,1
糧,1
簿,1
炉,1
牧,1
殊,1
殖,1
艦,1
輩,1
穴,1
奇,1
慢,1
鶴,1
謀,1
暖,1
昌,1
拍,1
朗,1
寛,1
覆,1
胞,1
泣,1
隔,1
浄,1
没,1
暇,1
肺,1
貞,1
靖,1
鑑,1
飼,1
陰,1
銘,1
随,1
烈,1
尋,1
稿,1
丹,1
啓,1
也,1
丘,1
棟,1
壌,1
漫,1
玄,1
粘,1
悟,1
舗,1
妊,1
熟,1
旭,1
恩,1
騰,1
往,1
豆,1
遂,1
狂,1
岐,1
陛,1
緯,1
培,1
衰,1
艇,1
屈,1
径,1
淡,1
抽,1
披,1
廷,1
錦,1
准,1
暑,1
磯,1
奨,1
浸,1
剰,1
胆,1
繊,1
駒,1
虚,1
霊,1
帳,1
悔,1
諭,1
惨,1
虐,1
翻,1
墜,1
沼,1
据,1
肥,1
徐,1
糖,1
搭,1
盾,1
脈,1
滝,1
軌,1
俵,1
妨,1
擦,1
鯨,1
荘,1
諾,1
雷,1
漂,1
懐,1
勘,1
栽,1
拐,1
駄,1
添,1
冠,1
斜,1
鏡,1
聡,1
浪,1
亜,1
覧,1
詐,1
壇,1
勲,1
魔,1
酬,1
紫,1
曙,1
紋,1
卸,1
奮,1
欄,1
逸,1
涯,1
拓,1
眼,1
獄,1
尚,1
彫,1
穏,1
顕,1
巧,1
矛,1
垣,1
欺,1
釣,1
萩,1
粛,1
栗,1
愚,1
嘉,1
遭,1
架,1
鬼,1
庶,1
稚,1
滋,1
幻,1
煮,1
姫,1
誓,1
把,1
践,1
呈,1
疎,1
仰,1
剛,1
疾,1
征,1
砕,1
謡,1
嫁,1
謙,1
后,1
嘆,1
菌,1
鎌,1
巣,1
頻,1
琴,1
班,1
棚,1
潔,1
酷,1
宰,1
廊,1
寂,1
辰,1
霞,1
伏,1
碁,1
俗,1
漠,1
邪,1
晶,1
墨,1
鎮,1
洞,1
履,1
劣,1
那,1
殴,1
娠,1
奉,1
憂,1
朴,1
亭,1
淳,1
怪,1
鳩,1
酔,1
惜,1
穫,1
佳,1
潤,1
悼,1
乏,1
該,1
赴,1
桑,1
桂,1
髄,1
虎,1
盆,1
晋,1
穂,1
壮,1
堤,1
飢,1
傍,1
疫,1
累,1
痴,1
搬,1
晃,1
癒,1
桐,1
寸,1
郭,1
尿,1
凶,1
吐,1
宴,1
鷹,1
賓,1
虜,1
陶,1
鐘,1
憾,1
猪,1
紘,1
磁,1
弥,1
昆,1
粗,1
訂,1
芽,1
庄,1
傘,1
敦,1
騎,1
寧,1
循,1
忍,1
怠,1
如,1
寮,1
祐,1
鵬,1
鉛,1
珠,1
凝,1
苗,1
獣,1
哀,1
跳,1
匠,1
垂,1
蛇,1
澄,1
縫,1
僧,1
眺,1
亘,1
呉,1
凡,1
憩,1
媛,1
溝,1
恭,1
刈,1
睡,1
錯,1
伯,1
笹,1
穀,1
陵,1
霧,1
魂,1
弊,1
妃,1
舶,1
餓,1
窮,1
掌,1
麗,1
綾,1
臭,1
悦,1
刃,1
縛,1
暦,1
宜,1
盲,1
粋,1
辱,1
毅,1
轄,1
猿,1
弦,1
稔,1
窒,1
炊,1
洪,1
摂,1
飽,1
冗,1
桃,1
狩,1
朱,1
渦,1
紳,1
枢,1
碑,1
鍛,1
刀,1
鼓,1
裸,1
猶,1
塊,1
旋,1
弓,1
幣,1
膜,1
扇,1
腸,1
槽,1
慈,1
楊,1
伐,1
駿,1
漬,1
糾,1
亮,1
墳,1
坪,1
紺,1
娯,1
椿,1
舌,1
羅,1
峡,1
俸,1
厘,1
峰,1
圭,1
醸,1
蓮,1
弔,1
乙,1
汁,1
尼,1
遍,1
衡,1
薫,1
猟,1
羊,1
款,1
閲,1
偵,1
喝,1
敢,1
胎,1
酵,1
憤,1
豚,1
遮,1
扉,1
硫,1
赦,1
窃,1
泡,1
瑞,1
又,1
慨,1
紡,1
恨,1
肪,1
扶,1
戯,1
伍,1
忌,1
濁,1
奔,1
斗,1
蘭,1
迅,1
肖,1
鉢,1
朽,1
殻,1
享,1
秦,1
茅,1
藩,1
沙,1
輔,1
媒,1
鶏,1
禅,1
嘱,1
胴,1
迭,1
挿,1
嵐,1
椎,1
絹,1
陪,1
剖,1
譜,1
郁,1
悠,1
淑,1
帆,1
暁,1
傑,1
楠,1
笛,1
玲,1
奴,1
錠,1
拳,1
翔,1
遷,1
拙,1
侍,1
尺,1
峠,1
篤,1
肇,1
渇,1
叔,1
雌,1
亨,1
堪,1
叙,1
酢,1
吟,1
逓,1
嶺,1
甚,1
喬,1
崇,1
漆,1
岬,1
癖,1
愉,1
寅,1
礁,1
乃,1
洲,1
屯,1
樺,1
槙,1
姻,1
巌,1
擬,1
塀,1
唇,1
睦,1
閑,1
胡,1
幽,1
峻,1
曹,1
詠,1
卑,1
侮,1
鋳,1
抹,1
尉,1
槻,1
隷,1
禍,1
蝶,1
酪,1
茎,1
帥,1
逝,1
汽,1
琢,1
匿,1
襟,1
蛍,1
蕉,1
寡,1
琉,1
痢,1
庸,1
朋,1
坑,1
藍,1
賊,1
搾,1
畔,1
遼,1
唄,1
孔,1
橘,1
漱,1
呂,1
拷,1
嬢,1
苑,1
巽,1
杜,1
渓,1
翁,1
廉,1
謹,1
瞳,1
湧,1
欣,1
窯,1
褒,1
醜,1
升,1
殉,1
煩,1
巴,1
禎,1
劾,1
堕,1
租,1
稜,1
桟,1
倭,1
婿,1
慕,1
斐,1
罷,1
矯,1
某,1
囚,1
魁,1
虹,1
鴻,1
泌,1
於,1
赳,1
漸,1
蚊,1
葵,1
厄,1
藻,1
禄,1
孟,1
嫡,1
尭,1
嚇,1
巳,1
凸,1
暢,1
韻,1
霜,1
硝,1
勅,1
芹,1
杏,1
棺,1
儒,1
鳳,1
馨,1
慧,1
愁,1
楼,1
彬,1
匡,1
眉,1
欽,1
薪,1
褐,1
賜,1
嵯,1
綜,1
繕,1
栓,1
翠,1
鮎,1
榛,1
凹,1
艶,1
惣,1
蔦,1
錬,1
隼,1
渚,1
衷,1
逐,1
斥,1
稀,1
芙,1
詔,1
皐,1
雛,1
惟,1
佑,1
耀,1
黛,1
渥,1
憧,1
宵,1
妄,1
惇,1
脩,1
甫,1
酌,1
蚕,1
嬉,1
蒼,1
暉,1
頒,1
只,1
肢,1
檀,1
凱,1
彗,1
謄,1
梓,1
丑,1
嗣,1
叶,1
汐,1
絢,1
朔,1
伽,1
畝,1
抄,1
爽,1
黎,1
惰,1
蛮,1
冴,1
旺,1
萌,1
偲,1
壱,1
瑠,1
允,1
侯,1
蒔,1
鯉,1
弧,1
遥,1
舜,1
瑛,1
附,1
彪,1
卯,1
但,1
綺,1
芋,1
茜,1
凌,1
皓,1
洸,1
毬,1
婆,1
緋,1
鯛,1
怜,1
邑,1
倣,1
碧,1
啄,1
穣,1
酉,1
悌,1
倹,1
柚,1
繭,1
亦,1
詢,1
采,1
紗,1
賦,1
眸,1
玖,1
弐,1
錘,1
諄,1
倖,1
痘,1
笙,1
侃,1
裟,1
洵,1
爾,1
耗,1
昴,1
銑,1
莞,1
伶,1
碩,1
宥,1
滉,1
晏,1
伎,1
朕,1
迪,1
綸,1
且,1
竣,1
晨,1
吏,1
燦,1
麿,1
頌,1
箇,1
楓,1
琳,1
梧,1
哉,1
澪,1
匁,1
晟,1
衿,1
凪,1
梢,1
丙,1
颯,1
茄,1
勺,1
恕,1
蕗,1
瑚,1
遵,1
瞭,1
燎,1
虞,1
柊,1
侑,1
謁,1
斤,1
嵩,1
捺,1
蓉,1
茉,1
袈,1
燿,1
誼,1
冶,1
栞,1
墾,1
勁,1
菖,1
旦,1
椋,1
叡,1
紬,1
胤,1
凜,1
亥,1
爵,1
脹,1
麟,1
莉,1
汰,1
瑶,1
瑳,1
耶,1
椰,1
絃,1
丞,1
璃,1
奎,1
塑,1
昂,1
柾,1
熙,1
菫,1
諒,1
鞠,1
崚,1
濫,1
捷,1
